STATUS,POLÍTICA COML.,CODIGO,VD ANTIGO 1,VD ANTIGO 2,PEOPLE,LOJAS,REGIAO GGL,REGIAO GR,REGIAO DIV,NOME GGL,NOME GR,NOME DIV,BRICK,REGIAO IM,ENDEREÇO,BAIRRO,CIDADE,ESTADO,CEP,LATITUDE,LONGITUDE,NOME DA FACHADA,DATA INAUGURAÇÂO,POLO DELIVERY,SAFRA,CLUSTER,TIPO LOJA,VAGAS/ESTACIONAMENTO,PDVs ATIVOS,CD SUPRIDOR,INSCR. ESTADUAL,CNPJ,CENTRO DE CUSTOS,ÁREA DE VENDA,METRO LINEAR,ESCOAMENTO,CLUSTER DE PARCELAMENTO,TELEFONE1,TELEFONE2,CELULAR,E-MAIL,SAB,DOM,FUNC.,2ª a 6ª,PSICOTRÓPICOS,FARMÁCIA POP.,SERVIÇOS FARMACEUTICOS,VACINAS,EAC,DENGUE/COVID,INJETAVEIS,IFOOD,RAPPI,UBER,SUPER EXPRESSA,INICIO DE OBRA,TERMINO DE OBRA,FACHADA,BANDEIRA,BICICLETARIO,IMOBILIÁRIO,REALOCAÇÃO,DATA DA VIRADA,DATA INATIVACAO
ATIVA,489.0,1062,,,L1062,DP TIJUCA 4,RJ TIJUCA,RJ BAIXADA,RJ,Higor Barros,RODRIGO ROCHA,BRUNO MAGLIANO,,,"R CONDE DE BONFIM,436 - LOJA SOBRADO",TIJUCA,RIO DE JANEIRO,RJ,20520051,-22.925697,-43.234966,DROGARIAS PACHECO,1994-03-26 00:00:00,NÃO,MADURA,POP_PP,Esquina,0.0,3.0,VD906,84967076,33.438.250/0070-99,3010620000.0,97.35000000000001,47.04,NORMAL,PADRÃO,(21)2254-7580,31990446,21971043948,tijuca4@dpsp.com.br,07 ÀS 21,NÃO ABRE,CONVENCIONAL,07 ÀS 21,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,N/C,DPA,-,ANTIGO,NÃO,-,
ATIVA,465.0,1108,,,L1108,DP NOVA FRIBURGO,RJ SERRANA,RJ ZONA SUL+LAGOS,RJ,Raquel Jesus,LUDMILA ARAUJO,BRUNO MAGLIANO,,,"PC PRESIDENTE GETULIO VARGAS,70",CENTRO,NOVA FRIBURGO,RJ,28610170,-22.280663,-42.533100000000005,DROGARIAS PACHECO,1999-01-14 00:00:00,NÃO,MADURA,CBR_G,Meio de Quadra,0.0,3.0,VD906,75854129,33.438.250/0125-05,3011080000.0,215.08,55.08,ESCOADORA,PADRÃO,(22)2522-7007,25227031,22999064988,novafriburgo@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,INATIVO,INATIVO,2023-10-25,2023-12-05,N/C,DPA,-,ANTIGO,NÃO,-,
ATIVA,181.0,354,,,VD354,DSP CARLOS BOTELHO,SP LIMEIRA,SP NOROESTE,SP,CAMILA ANDRESSA,OLIVEIRA JUNIOR (interino),BRUNA COSTA,,,"AVENIDA CARLOS BOTELHO,518 A",SAO DIMAS,PIRACICABA,SP,13416145,-22.715463,-47.638228,DROGARIA SAO PAULO,2010-12-20 00:00:00,NÃO,MADURA,AR_M,Meio de Quadra,3.0,3.0,VD910,535.058.310.118,61.412.110/0297-22,2003540000.0,192.0,58.02,NORMAL,PADRÃO,(19)3434-8777,34334721,19996906400,cbotelho@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,NEW,DSP,-,TAKANO,NÃO,-,
INATIVA,9.0,521,,,VD521,DSP FLORIDA CENTER MORUMBI,,,,,,,,,"RUA PROFESSOR JOSE HORACIO TEIXEIRA,893 LOJA 01",VILA SUZANA,SAO PAULO,SP,5630130,0.0,0.0,DROGARIA SAO PAULO,2011-01-28 00:00:00,NÃO,MADURA,CONCEITO,SEM TIPO FILIAL,0.0,3.0,VD903,147.179.709.116,47.410.592/0106-50,,0.0,0.0,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DSP,,,,,23/04/2012
ATIVA,97.0,364,,,VD364,DSP SAO CAETANO POSTO,SP SAO CAETANO,SP LITORAL+ABC,SP,KARLA DUARTE,ANDERSON SANTOS,BRUNA COSTA,,,"AV PRESIDENTE KENNEDY,1519 LOJA 01",SANTA PAULA,SAO CAETANO DO SUL,SP,9560010,-23.625774,-46.557255,DROGARIA SAO PAULO,2011-06-23 00:00:00,NÃO,MADURA,AR_G,Posto de Gasolina,7.0,3.0,VD910,636041946116,61.412.110/0307-39,2003640000.0,158.0,65.04,NORMAL,PADRÃO,(11)2668-5130,26685172,11910219242,scaetanoposto@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,543.0,358,,,VD358,DSP AUTONOMISTAS,SP OSASCO,SP CENTRO,SP,BRUNA PANHOTA,OLIVEIRA JUNIOR,BRUNA COSTA,,,"AV DOS AUTONOMISTAS,3192",CENTRO,OSASCO,SP,6090015,-23.534992,-46.782627,DROGARIA SAO PAULO,2013-12-23 00:00:00,NÃO,MADURA,CBR_M,Esquina,9.0,3.0,VD910,492380875117,61.412.110/0302-24,2003580000.0,237.0,58.08,ESCOADORA,PADRÃO,(11)3682-1471,36542599,11963792071,autonomistas@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,531.0,363,,,VD363,DSP SHOPPING MOOCA,SP MOOCA,SP LESTE,SP,AIRAM DUARTE,VALTER TOMAZ,BRUNA COSTA,,,"R CAPITAO PACHECO E CHAVES,313 -  LOJA 1088 PISO L2",VILA PRUDENTE,SAO PAULO,SP,3126000,-23.579075,-46.594516,DROGARIA SAO PAULO,2011-11-29 00:00:00,NÃO,MADURA,AR_P,Shopping,100.0,3.0,VD910,147721656114,61.412.110/0305-77,2003630000.0,131.0,46.08,NORMAL,PADRÃO,(11)3806-4031,38064030,11973904672,shopmooca@dpsp.com.br,10 ÀS 23,10 ÀS 23,DOMINGOS E FERIADOS,10 ÀS 23,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,INATIVO,INATIVO,ATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
ATIVA,97.0,269,,,VD269,DSP GOIAS,SP SAO CAETANO,SP LITORAL+ABC,SP,KARLA DUARTE,ANDERSON SANTOS,BRUNA COSTA,,,AV GOIAS - 850,SANTO ANTONIO,SAO CAETANO DO SUL,SP,9521310,-23.616640999999998,-46.568112,DROGARIA SAO PAULO,2001-04-07 00:00:00,NÃO,MADURA,AR_G,Esquina,12.0,7.0,VD910,636.170.861.115,61.412.110/0409-63,2002690000.0,210.0,66.06,ESCOADORA,PADRÃO,(11)4229-7565,42262166,11910219017,goias@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,2024-05-20,2024-06-30,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,621.0,275,,,VD275,DSP LARGO DO SOCORRO,SP INTERLAGOS,SP SUL,SP,CARLOS SILVA,ALLAN YOUNG,BRUNA COSTA,,,AV DE PINEDO  - 148,SOCORRO,SAO PAULO,SP,4764000,-23.666344,-46.712638,DROGARIA SAO PAULO,2007-01-08 00:00:00,NÃO,MADURA,CBR_M,Centro Comercial Serviço,13.0,3.0,VD910,146.346.017.111,61.412.110/0406-10,2002750000.0,140.0,56.02,NORMAL,PADRÃO,(11)5523-1800,55230825,11910198436,lsocorro@dpsp.com.br,06 ÀS 22,06 ÀS 22,DOMINGOS E FERIADOS,06 ÀS 22,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,OLD,DSP,-,TAKANO,NÃO,-,
INATIVA,9.0,292,,,VD292,DSP GUARUJA TEMPORADA,,,,,,,,,"Avenida Miguel Stefano,915 Loja 28",Jardim Tejereba,GUARUJA,SP,11440530,0.0,0.0,DROGARIA SAO PAULO,2013-12-27 00:00:00,NÃO,MADURA,INATIVO,SEM TIPO FILIAL,0.0,2.0,VD902,335171791112,61.412.110/0463-09,,0.0,0.0,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DSP,,,,,02/02/2014
ATIVA,660.0,379,,,VD379,DSP BRAS,SP MOOCA,SP LESTE,SP,AIRAM DUARTE,VALTER TOMAZ,BRUNA COSTA,,,"AV RANGEL PESTANA,2078",BRAS,SAO PAULO,SP,3002000,-23.545576,-46.621289999999995,DROGARIA SAO PAULO,2012-03-23 00:00:00,NÃO,MADURA,CBR_P,Centro Comercial Serviço,0.0,3.0,VD910,146.988.612.117,61.412.110/0417-73,2003790000.0,137.24,36.0,NORMAL,PADRÃO,(11)2081-0691,20810651,11910421025,bras@dpsp.com.br,06 ÀS 21,NÃO ABRE,CONVENCIONAL,06 ÀS 21,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,621.0,381,,,VD381,DSP CAMPO LIMPO II,SP TABOAO,SP SUL,SP,THIAGO CASADO,ALLAN YOUNG,BRUNA COSTA,,,"EST DO CAMPO LIMPO,4059",PIRAJUSSARA,SAO PAULO,SP,5787000,-23.628387,-46.767693,DROGARIA SAO PAULO,2012-04-20 00:00:00,NÃO,MADURA,CBR_P,Esquina,2.0,3.0,VD910,146.988.659.110,61.412.110/0419-35,2003810000.0,118.07000000000001,48.08,NORMAL,PADRÃO,(11)5842-5688,58422041,11972342514,climpo2@dpsp.com.br,07 ÁS 23,07 ÁS 23,DOMINGOS E FERIADOS,07 ÁS 23,COMERCIALIZA,BLOQUEADA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,510.0,1085,,,L1085,DP COPACABANA 8,RJ COPACABANA,RJ ZONA SUL+LAGOS,RJ,HARGEISA MARTINS,LUDMILA ARAUJO,BRUNO MAGLIANO,,,AV N S DE COPACABANA 115 A,COPACABANA,RIO DE JANEIRO,RJ,22031000,-22.964610999999998,-43.175412,DROGARIAS PACHECO,1996-12-20 00:00:00,NÃO,MADURA,CBR_PP,Meio de Quadra,0.0,2.0,VD906,85810693,33.438.250/0099-70,3010850000.0,108.51,37.08,NORMAL,PADRÃO,(21)2543-3000,22957555,21967848829,copacabana8@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,2024-02-19,2024-04-20,NEW,DPA,-,ANTIGO,NÃO,-,
ATIVA,492.0,1167,,,L1167,DP REALENGO 3,RJ BANGU,RJ BAIXADA,RJ,Mayara Monteiro,RODRIGO ROCHA,BRUNO MAGLIANO,,,AV SANTA CRUZ - 1108,REALENGO,RIO DE JANEIRO,RJ,23520243,-22.878394999999998,-43.433966999999996,DROGARIAS PACHECO,2002-05-29 00:00:00,NÃO,MADURA,POP_G,Meio de Quadra,0.0,3.0,VD906,77335803,33.438.250/0175-66,3011670000.0,188.31,76.02,NORMAL,PADRÃO,(21)3331-1150,34213854,21995645337,realengo3@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,N/C,DPA,-,ANTIGO,NÃO,-,
ATIVA,435.0,1339,,,L1339,DP BELFORD ROXO 3,RJ NOVA IGUACU,RJ BAIXADA,RJ,Gabriela Holmes,RODRIGO ROCHA,BRUNO MAGLIANO,,,R JOAO FERNANDES NETO - 1261 -  LOJA A,CENTRO,BELFORD ROXO,RJ,26130050,-22.763851,-43.401139,DROGARIAS PACHECO,2010-01-14 00:00:00,NÃO,MADURA,POP_G,Centro Comercial Serviço,0.0,5.0,VD906,78695676,33.438.250/0393-73,3013390000.0,257.49,55.08,ESCOADORA,PADRÃO,(21)3772-7922,37727450,21996281358,belfordroxo3@dpsp.com.br,07 ÀS 22,07 ÀS 16,DOMINGOS E FERIADOS,07 ÀS 22,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,N/C,DPA,-,ANTIGO,NÃO,-,
ATIVA,989.0,1037,,,L1037,DP ICARAI 1,RJ NITEROI OCEANICA,RJ ZONA SUL+LAGOS,RJ,Wellyngton Gois,LUDMILA ARAUJO,BRUNO MAGLIANO,,,R GAVIAO PEIXOTO - 212,ICARAI,NITEROI,RJ,24230102,-22.904279,-43.108913,DROGARIAS PACHECO,1992-11-09 00:00:00,NÃO,MADURA,AR_M,Meio de Quadra,0.0,5.0,VD906,84612456,33.438.250/0049-01,3010370000.0,125.24000000000001,59.04,NORMAL,PADRÃO,(21)2710-1420,27148716,21998813350,icarai1@dpsp.com.br,07 ÀS 22,07 ÀS 22,DOMINGOS E FERIADOS,07 ÀS 22,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,,,NEW,DPA,-,TAKANO,NÃO,-,
ATIVA,435.0,1049,,,L1049,DP NILOPOLIS 1,RJ BANGU,RJ BAIXADA,RJ,Mayara Monteiro,RODRIGO ROCHA,BRUNO MAGLIANO,,,EST MIRANDELA - 149,NILOPOLIS,NILOPOLIS,RJ,26520331,-22.808024,-43.417052,DROGARIAS PACHECO,1993-07-28 00:00:00,NÃO,MADURA,POP_M,Centro Comercial Serviço,0.0,5.0,VD906,84639818,33.438.250/0055-50,3010490000.0,149.61,51.0,ESCOADORA,PADRÃO,(21)3762-8410,26937017,21972256989,nilopolis1@dpsp.com.br,07 ÀS 23,NÃO ABRE,CONVENCIONAL,07 ÀS 23,COMERCIALIZA,BLOQUEADA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,NEW,DPA,-,TAKANO,NÃO,-,
ATIVA,483.0,1071,,,L1071,DP VILA ISABEL 3,RJ TIJUCA,RJ BAIXADA,RJ,Higor Barros,RODRIGO ROCHA,BRUNO MAGLIANO,,,BVD VINTE E OITO DE SETEMBRO 251 - LOJA A,VILA ISABEL,RIO DE JANEIRO,RJ,20561030,-22.915032999999998,-43.243593,DROGARIAS PACHECO,2008-09-09 00:00:00,NÃO,MADURA,CBR_M,Meio de Quadra,2.0,3.0,VD906,84950289,33.438.250/0079-27,3010710000.0,200.08,63.06,NORMAL,PADRÃO,(21)2568-6719,22642560,21997718689,vilaisabel3@dpsp.com.br,07 ÀS 22,08 ÀS 16,DOMINGOS E FERIADOS,07 ÀS 22,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,NEW,DPA,-,TAKANO,NÃO,-,
ATIVA,492.0,1195,,,L1195,DP BANGU 4,RJ BANGU,RJ BAIXADA,RJ,Mayara Monteiro,RODRIGO ROCHA,BRUNO MAGLIANO,,,AV MINISTRO ARY FRANCO - 131,BANGU,RIO DE JANEIRO,RJ,21862000,-22.873008,-43.464925,DROGARIAS PACHECO,2004-02-06 00:00:00,NÃO,MADURA,POP_G,Centro Comercial Serviço,0.0,4.0,VD906,77647317,33.438.250/0205-16,3011950000.0,163.93,69.0,NORMAL,PADRÃO,(21)2401-6313,33325573,21995666597,bangu4@dpsp.com.br,07 ÀS 22,07 ÀS 22,DOMINGOS E FERIADOS,07 ÀS 22,COMERCIALIZA,COMERCIALIZA,ATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,2023-07-06,2023-10-12,N/C,DPA,-,TAKANO,NÃO,-,
ATIVA,965.0,1172,,,L1172,DP IPANEMA 5,RJ IPANEMA,RJ ZONA SUL+LAGOS,RJ,Danielle Albernaz,LUDMILA ARAUJO,BRUNO MAGLIANO,,,R VISCONDE DE PIRAJA - 455 - LOJA A,IPANEMA,RIO DE JANEIRO,RJ,22410003,-22.984327,-43.2087,DROGARIAS PACHECO,2002-08-29 00:00:00,NÃO,MADURA,AR_M,Meio de Quadra,0.0,4.0,VD906,77401440,33.438.250/0181-04,3011720000.0,202.52,65.04,NORMAL,PADRÃO,(21)2511-7871,22398214,21998566567,ipanema5@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,COMERCIALIZA,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,2023-04-25,2023-07-15,NEW,DPA,-,ANTIGO,NÃO,-,
ATIVA,456.0,1224,,,L1224,DP ICARAI 8,RJ NITEROI OCEANICA,RJ ZONA SUL+LAGOS,RJ,Wellyngton Gois,LUDMILA ARAUJO,BRUNO MAGLIANO,,,R MARIZ E BARROS - 82 - LOJA 101 E 103,ICARAI,NITEROI,RJ,24220121,-22.909605,-43.108142,DROGARIAS PACHECO,2007-11-28 00:00:00,NÃO,MADURA,AR_PP,Esquina,0.0,3.0,VD906,78379774,33.438.250/0240-07,3012240000.0,67.55,48.06,NORMAL,PADRÃO,(21)2714-4283,27148035,21998236759,icarai8@dpsp.com.br,07 ÀS 22,07 ÀS 22,DOMINGOS E FERIADOS,07 ÀS 22,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,2023-08-08,2023-09-22,OLD,DPA,-,ANTIGO,NÃO,-,
ATIVA,770.0,1235,,,L1235,DP ALCANTARA 5,RJ SAO GONCALO NITEROI,RJ ZONA SUL+LAGOS,RJ,Camila Moura,LUDMILA ARAUJO,BRUNO MAGLIANO,,,EST RAUL VEIGA - 266 E 268,ALCANTARA,SAO GONÇALO,RJ,24730480,-22.822198999999998,-42.999373999999996,DROGARIAS PACHECO,2007-11-21 00:00:00,NÃO,MADURA,POP_P,Esquina,0.0,3.0,VD906,78379715,33.438.250/0249-37,3012350000.0,119.61,51.0,NORMAL,PADRÃO,(21)2716-3205,37128768,21997091605,alcantara5@dpsp.com.br,07 ÀS 22,07 ÀS 22,DOMINGOS E FERIADOS,07 ÀS 22,COMERCIALIZA,BLOQUEADA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,N/C,DPA,-,ANTIGO,NÃO,-,
INATIVA,402.0,1271,,,L1271,DP BARRO PRETO,MG SUL BH,MINAS,,,,,,,AV AMAZONAS - 1464,BARRO PRETO,BELO HORIZONTE,MG,30180003,-19.923482,-43.947066,DROGARIAS PACHECO,1989-10-01 00:00:00,NÃO,MADURA,INATIVO,Meio de Quadra,4.0,3.0,VD909,3671539864813,00.000.000/0000-00,3012710000.0,73.35000000000001,39.06,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DPA,,,,,31/07/2019
ATIVA,483.0,1337,,,L1337,DP ILHA 5,RJ PENHA,RJ BAIXADA,RJ,EM CONTRATAÇÃO,RODRIGO ROCHA,BRUNO MAGLIANO,,,AV PARANAPUAN - 1472,ILHA DO GOVERNADOR,RIO DE JANEIRO,RJ,21910003,-22.796604,-43.183536,DROGARIAS PACHECO,2010-12-17 00:00:00,NÃO,MADURA,POP_M,Centro Comercial Serviço,0.0,3.0,VD906,78694890,33.438.250/0391-01,3013370000.0,155.84,50.04,NORMAL,PADRÃO,(21)3975-5440,33682364,21996687675,ilha5@dpsp.com.br,07 ÀS 22,07 ÀS 20,DOMINGOS E FERIADOS,07 ÀS 22,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,NEW,DPA,-,TAKANO,NÃO,-,
ATIVA,483.0,1348,,,L1348,DP VISTA ALEGRE 2,RJ PENHA,RJ BAIXADA,RJ,EM CONTRATAÇÃO,RODRIGO ROCHA,BRUNO MAGLIANO,,,EST DA AGUA GRANDE - 781,VISTA ALEGRE,RIO DE JANEIRO,RJ,21230351,-22.827847,-43.319373,DROGARIAS PACHECO,2009-04-15 00:00:00,NÃO,MADURA,POP_M,Esquina,0.0,3.0,VD906,78695650,33.438.250/0400-37,3013480000.0,127.86,53.0,NORMAL,PADRÃO,(21)3372-5493,33611308,21967411340,vistaalegre2@dpsp.com.br,07 ÀS 22,07 ÀS 22,DOMINGOS E FERIADOS,07 ÀS 22,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,N/C,DPA,-,ANTIGO,NÃO,-,
ATIVA,492.0,1050,,,L1050,DP BANGU 1,RJ BANGU,RJ BAIXADA,RJ,Mayara Monteiro,RODRIGO ROCHA,BRUNO MAGLIANO,,,"R RIO DA PRATA,01484",BANGU,RIO DE JANEIRO,RJ,21820093,-22.876856999999998,-43.464960999999995,DROGARIAS PACHECO,1993-08-05 00:00:00,NÃO,MADURA,POP_M,Centro Comercial Serviço,0.0,5.0,VD906,84890073,33.438.250/0057-11,3010500000.0,127.06,56.04,NORMAL,PADRÃO,(21)3332-5736,33325177,21967374522,bangu1@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,BLOQUEADA,INATIVO,ATIVO,ATIVO,ATIVO,INATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,N/C,DPA,-,TAKANO,NÃO,-,
INATIVA,597.0,1073,,,L1073,DP SETE DE SETEMBRO 1,,,,,,,,,R SETE DE SETEMBRO - 67 - LOJA E SOBRELOJA,CENTRO,RIO DE JANEIRO,RJ,20050005,-22.904449,-43.177018,DROGARIAS PACHECO,1994-09-01 00:00:00,NÃO,MADURA,INATIVO,Meio de Quadra,0.0,3.0,VD906,85384627,00.000.000/0000-00,3010730000.0,111.53,50.0,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DPA,,,,,31/05/2019
ATIVA,809.0,1137,,,L1137,DP RIO COMPRIDO,RJ TIJUCA,RJ BAIXADA,RJ,Higor Barros,RODRIGO ROCHA,BRUNO MAGLIANO,,,R ARISTIDES LOBO - 244,RIO COMPRIDO,RIO DE JANEIRO,RJ,20250450,-22.923208,-43.208723,DROGARIAS PACHECO,2000-12-28 00:00:00,NÃO,MADURA,POP_M,Centro Comercial Serviço,0.0,4.0,VD906,77106898,33.438.250/0153-50,3011370000.0,151.66,52.08,NORMAL,PADRÃO,(21)2293-8387,22134073,21967781495,riocomprido@dpsp.com.br,07 ÀS 22,07 ÀS 22,DOMINGOS E FERIADOS,07 ÀS 22,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,N/C,DPA,-,ANTIGO,NÃO,-,
ATIVA,965.0,1204,,,L1204,DP IPANEMA 6,RJ IPANEMA,RJ ZONA SUL+LAGOS,RJ,Danielle Albernaz,LUDMILA ARAUJO,BRUNO MAGLIANO,,,R VISCONDE DE PIRAJA - 265 - LOJA A,IPANEMA,RIO DE JANEIRO,RJ,22410003,-22.984696,-43.203272,DROGARIAS PACHECO,2004-08-27 00:00:00,NÃO,MADURA,AR_G,Meio de Quadra,0.0,4.0,VD906,77759263,33.438.250/0215-98,3012040000.0,171.17000000000002,63.06,ESCOADORA,PADRÃO,(21)2287-7686,22678506,21996473498,ipanema6@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,2023-07-20,2023-09-30,NEW,DPA,SIM,TAKANO,NÃO,-,
INATIVA,507.0,1223,,,L1223,DP RECREIO 3,RJ RECREIO,RJ BAIXADA,,,,,,,"AV DAS AMERICAS - 16385 LOJA A,B E C",RECREIO DOS BANDEIRANTES,RIO DE JANEIRO,RJ,22790703,-23.014844,-43.466443,DROGARIAS PACHECO,2007-11-26 00:00:00,NÃO,MADURA,INATIVO,Meio de Quadra,2.0,4.0,VD906,78380063,00.000.000/0000-00,3012230000.0,172.91,78.02,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DPA,,,,,31/05/2019
ATIVA,989.0,1232,,,L1232,DP NITEROI 11,RJ SAO GONCALO NITEROI,RJ ZONA SUL+LAGOS,RJ,Camila Moura,LUDMILA ARAUJO,BRUNO MAGLIANO,,,R DA CONCEICAO  - 164,CENTRO,NITEROI,RJ,24020081,-22.894303,-43.119504,DROGARIAS PACHECO,2007-11-21 00:00:00,NÃO,MADURA,POP_M,Esquina,0.0,3.0,VD906,78379871,33.438.250/0231-08,3012320000.0,104.51,35.02,NORMAL,PADRÃO,(21)2618-3335,26181655,21998718313,niteroi11@dpsp.com.br,07 ÀS 19,NÃO ABRE,CONVENCIONAL,07 ÀS 21,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,N/C,DPA,-,ANTIGO,NÃO,-,
ATIVA,809.0,1008,,,L1008,DP URUGUAIANA,RJ CENTRO,RJ ZONA SUL+LAGOS,RJ,Raphael Benedito,LUDMILA ARAUJO,BRUNO MAGLIANO,,,R URUGUAIANA - 27 - 29,CENTRO,RIO DE JANEIRO,RJ,20050093,-22.905963,-43.179302,DROGARIAS PACHECO,1991-07-08 00:00:00,NÃO,MADURA,POP_M,Centro Comercial Serviço,0.0,4.0,VD906,85439669,33.438.250/0085-75,3010080000.0,233.39000000000001,79.02,NORMAL,PADRÃO,(21)2224-9514,22249018,21971428409,uruguaiana@dpsp.com.br,08 ÀS 16,NÃO ABRE,CONVENCIONAL,07 ÀS 21,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,NEW,DPA,-,TAKANO,NÃO,-,
